비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
100129426000000.0,108338321000000.0,18336827000000.0,37528656000000.0,55865483000000.0,4053578000000.0,34789430000000.0,52472838000000.0,13124911000000.0,259763000000.0,141562000000.0,125446000000.0,125446000000.0,2019,Q2,
99703067000000.0,107674202000000.0,17122320000000.0,38109688000000.0,55232008000000.0,4053578000000.0,34762448000000.0,52442194000000.0,15929809000000.0,672729000000.0,35433000000.0,-2881000000.0,-2881000000.0,2019,Q3,
101068065000000.0,109809255000000.0,18123140000000.0,40227541000000.0,58350681000000.0,4053578000000.0,33783976000000.0,51458574000000.0,14760772000000.0,-1369458000000.0,-1579268000000.0,-1067911000000.0,-1067911000000.0,2019,Q4,
101692371000000.0,110161326000000.0,16743474000000.0,42265065000000.0,59008539000000.0,4053578000000.0,33505084000000.0,51152787000000.0,14905633000000.0,-547321000000.0,-298448000000.0,-226493000000.0,-226493000000.0,2020,Q1,
103070005000000.0,111049348000000.0,17381854000000.0,42284105000000.0,59665959000000.0,4053578000000.0,33733256000000.0,51383389000000.0,12949805000000.0,511584000000.0,359963000000.0,264974000000.0,264974000000.0,2020,Q2,
103228729000000.0,111679104000000.0,17288460000000.0,41922496000000.0,59210956000000.0,4053578000000.0,34813725000000.0,52468148000000.0,15634734000000.0,1604785000000.0,1543456000000.0,1106690000000.0,1106690000000.0,2020,Q3,
103814287000000.0,113103476000000.0,19034998000000.0,40737047000000.0,59772045000000.0,4053578000000.0,35668356000000.0,53331431000000.0,14499238000000.0,1216097000000.0,1093625000000.0,806327000000.0,806327000000.0,2020,Q4,
104187577000000.0,113063012000000.0,21657288000000.0,39230366000000.0,60887654000000.0,4053578000000.0,34515575000000.0,52175358000000.0,14827694000000.0,-971744000000.0,-665001000000.0,-400380000000.0,-400380000000.0,2021,Q1,
105611909000000.0,114334513000000.0,23780556000000.0,39169444000000.0,62950000000000.0,4053578000000.0,33716029000000.0,51384513000000.0,13432736000000.0,-1033308000000.0,-1120224000000.0,-806109000000.0,-806109000000.0,2021,Q2,
105564301000000.0,114085045000000.0,21537782000000.0,42171765000000.0,63709547000000.0,4053578000000.0,32706455000000.0,50375498000000.0,16116214000000.0,-1239375000000.0,-1293498000000.0,-1026168000000.0,-1026168000000.0,2021,Q3,
106244330000000.0,115578517000000.0,24153183000000.0,44378744000000.0,68531927000000.0,4053578000000.0,29387880000000.0,47046590000000.0,15283956000000.0,-4181149000000.0,-4376125000000.0,-3375075000000.0,-3375075000000.0,2021,Q4,
108451136000000.0,118971315000000.0,28297063000000.0,50043922000000.0,78340985000000.0,4053578000000.0,22975398000000.0,40630330000000.0,16015549000000.0,-9162365000000.0,-9030686000000.0,-6476612000000.0,-6476612000000.0,2022,Q1,
110869904000000.0,121194278000000.0,28072773000000.0,56729822000000.0,84802595000000.0,4053578000000.0,18745371000000.0,36391683000000.0,14855937000000.0,-5842698000000.0,-5953417000000.0,-4334010000000.0,-4334010000000.0,2022,Q2,
114329101000000.0,125802570000000.0,33231580000000.0,62678581000000.0,95910161000000.0,4053578000000.0,12244105000000.0,29892409000000.0,19247360000000.0,-8942513000000.0,-9126595000000.0,-6576039000000.0,-6576039000000.0,2022,Q3,
117260198000000.0,131023727000000.0,36208559000000.0,72754499000000.0,108963058000000.0,4053578000000.0,4417224000000.0,22060669000000.0,18832700000000.0,-9960999000000.0,-10547401000000.0,-7911051000000.0,-7911051000000.0,2022,Q4,
119820138000000.0,130785496000000.0,34603042000000.0,79150439000000.0,113753481000000.0,4053578000000.0,-608602000000.0,17032015000000.0,20910409000000.0,-6347198000000.0,-6708404000000.0,-4932002000000.0,-4932002000000.0,2023,Q1,
121082624000000.0,131602772000000.0,37950864000000.0,77741127000000.0,115691991000000.0,4053578000000.0,-1728754000000.0,15910781000000.0,19089564000000.0,-878875000000.0,-1522424000000.0,-1143029000000.0,-1143029000000.0,2023,Q2,
121979196000000.0,133314550000000.0,42834123000000.0,75452297000000.0,118286420000000.0,4053578000000.0,-2608720000000.0,15028130000000.0,23893276000000.0,-679945000000.0,-1245067000000.0,-932258000000.0,-932258000000.0,2023,Q3,-882651000000.0
122046573000000.0,138838342000000.0,52800583000000.0,67380667000000.0,120181250000000.0,3209820000000.0,1018517000000.0,18657092000000.0,21932344000000.0,1402100000000.0,4335313000000.0,3758056000000.0,3758056000000.0,2023,Q4,-2520926000000.0
123258586000000.0,135726530000000.0,53673368000000.0,62796824000000.0,116470192000000.0,3209820000000.0,2183894000000.0,19256338000000.0,22782168000000.0,1261893000000.0,742473000000.0,592838000000.0,592838000000.0,2024,Q1,599246000000.0
124337040000000.0,135292402000000.0,59006654000000.0,57543894000000.0,116550548000000.0,3209820000000.0,1648435000000.0,18741854000000.0,20212052000000.0,-92757000000.0,-640549000000.0,-456247000000.0,-456247000000.0,2024,Q2,-514484000000.0
124885455000000.0,137193118000000.0,59134944000000.0,60330919000000.0,119465863000000.0,3209820000000.0,635828000000.0,17727255000000.0,25669732000000.0,-773718000000.0,-1309878000000.0,-967821000000.0,-967821000000.0,2024,Q3,-1014599000000.0
